0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.801899999999999891e-01,-2.057900000000000063e+00,-1.557150000000000034e+00,1.859949999999999937e-01,-5.000000000000000000e-01
-1.767409999999999926e+00,-1.500500000000000167e-01,-1.713670000000000027e+00,-1.723705000000000043e+00,0.000000000000000000e+00
-7.840599999999999792e-01,-6.052649999999999864e+00,-1.511309999999999931e+00,2.212245000000000239e+00,-5.000000000000000000e-01
-1.800599999999999978e-01,-4.015449999999999520e+00,-3.893059999999999743e+00,9.057950000000003499e-01,0.000000000000000000e+00
-1.128759999999999986e+00,-2.261749999999999261e+00,-4.785159999999999414e+00,-1.018754999999999633e+00,5.000000000000000000e-01
-2.199009999999999909e+00,-2.345559999999999423e+00,-4.124659999999999549e+00,-1.123284999999999645e+00,1.000000000000000000e+00
-3.031060000000000088e+00,-3.029459999999999376e+00,-3.126159999999999606e+00,-8.618699999999996919e-01,1.500000000000000000e+00
-5.027759999999999785e+00,-1.128099999999991887e-01,-2.852544999999999664e+00,-3.330819999999999670e+00,2.000000000000000000e+00
-3.780109999999999637e+00,-5.686409999999998632e+00,-3.820194999999999563e+00,-1.598919999999999675e+00,1.500000000000000000e+00
-5.740309999999999135e+00,-3.650259999999998506e+00,-3.938584999999999781e+00,-2.656469999999999665e+00,2.000000000000000000e+00
-6.089704999999999480e+00,-5.338809999999998723e+00,-1.878034999999999677e+00,-1.904319999999999791e+00,2.500000000000000000e+00
-5.988624999999999865e+00,-4.379709999999998438e+00,-3.519434999999999647e+00,-2.213159999999999794e+00,3.000000000000000000e+00
-5.478925000000000267e+00,-3.828259999999998442e+00,-4.669435000000000002e+00,-1.916184999999999805e+00,3.500000000000000000e+00
-4.463424999999999976e+00,-2.902259999999998286e+00,-6.175485000000000113e+00,-1.914683499999999761e+00,4.000000000000000000e+00
-4.069975000000000342e+00,-7.685409999999998298e+00,-4.282135000000000247e+00,1.837016500000000274e+00,3.500000000000000000e+00
-5.879025000000000389e+00,-5.812709999999998267e+00,-5.695785000000000764e+00,2.193056500000000408e+00,3.000000000000000000e+00
-5.083825000000000038e+00,-4.706659999999998512e+00,-7.254935000000000578e+00,2.134431500000000259e+00,3.500000000000000000e+00
-6.567425000000000068e+00,-1.135010999999999726e+01,-5.185850000000007398e-01,8.208815000000002637e-01,4.000000000000000000e+00
-8.629625000000000767e+00,-9.454659999999996955e+00,-8.451850000000007412e-01,-1.269218499999999805e+00,4.500000000000000000e+00
-9.500625000000001208e+00,-7.050159999999996430e+00,-4.952285000000000714e+00,-2.362684999999997704e-01,4.000000000000000000e+00
-9.192365000000000563e+00,-5.102959999999995944e+00,-7.316035000000001176e+00,-2.433668499999999568e+00,4.500000000000000000e+00
